conversation_id,language,confidence,is_multilingual
0586c631-e5d6-5ce9-93b5-80ad265c11d7,nl,1.0,False
0d0c71d4-69bd-55d6-9f48-aa086855f659,und,0.0,False
138eb5ef-f1c4-5921-8f48-7884ddeaa75d,und,0.0,False
17cb7462-9758-510b-bea1-8b671ef2ec1f,nl,1.0,False
1d6e5161-365c-5134-ad64-46e6c44fa9cd,nl,1.0,False
24c40ca2-f8f1-5379-862d-f8684bd6dc1e,de,1.0,False
27245162-edcd-5878-93f4-cbbed86296fd,nl,1.0,False
2b7b5a15-8a8e-5246-9b97-ad324bf7a51d,nl,1.0,False
2d6173fb-b52e-5e4f-aae3-0ad38190d74c,en,1.0,False
2f101f5c-67ad-5a19-9dc4-63fed0da2d3a,nl,1.0,False
3066203b-5344-5c9c-8e1e-933a39c30c17,nl,1.0,False
38e901d6-5550-5649-8db4-569abcd3516d,nl,1.0,False
3c69e03a-1dff-5761-9c11-e06cd5d95e1c,nl,1.0,False
404f13c4-096e-5b53-bc35-07f9a70a9812,nl,1.0,False
4bd312f5-6372-5d6a-9e13-8e96fcadb741,nl,1.0,False
503eb262-2c0b-5f91-8491-fd0a72bff29d,en,1.0,False
53c2890a-0cc7-5eb8-b585-5a9674fcb45a,und,0.0,False
556c9810-177b-5335-8898-3a28ecb21178,nl,1.0,False
562ea53b-8f12-5b01-a4ea-1297a66f2919,nl,1.0,False
56431006-e602-5075-9bc5-d2c131763374,nl,1.0,False
5a4ee559-14a2-5a02-9779-7a23cfabe5a4,en,1.0,False
68e55fa1-b1e8-5604-8d04-71b0256165d5,und,0.0,False
6984de04-5921-5a1b-a8d0-484517aaf7d1,nl,1.0,False
71588a13-ad68-58d8-9a5e-3bd8c5c821a2,nl,1.0,False
78eaf8f2-fa37-52f8-aa9e-383c017e73ff,de,0.6579,True
7b73073a-daaf-5f32-810b-c2c9b54c8401,nl,1.0,False
85a8171f-4541-5938-a3e5-4bfd77218cde,nl,1.0,False
88d29ae7-a6d0-5ef1-b0ed-3cfe269b99e0,nl,1.0,False
89a25f3f-e57f-54ac-96fe-6c057226abc6,en,1.0,False
8e8b3388-2cb8-57e9-b97b-01d11e3c455a,en,1.0,False
94463ed0-2fe3-5f56-8ab4-40c185051493,nl,1.0,False
98adecb7-e0a0-5f83-87d3-fd59e864c55a,en,1.0,False
99d1260c-d9a3-5dbe-b000-9d0b3fa79e24,de,1.0,False
9ba8cb83-fdff-527f-aa42-5070d9b5a9dc,nl,1.0,False
a0960cbd-7995-53f5-a9cf-4962db8922c9,en,1.0,False
ab96f21b-c36f-5c27-8f43-a5f9436a49ec,nl,1.0,False
abbc594a-63dc-5517-9733-5e080c62d88d,nl,1.0,False
b3b42dff-dac7-5fbc-bfa9-9217fb0e10d7,nl,1.0,False
b46e3517-607f-5815-96bd-dc32bc6ed5f0,nl,1.0,False
b7505b3a-601b-537c-a452-818fd920be3a,en,1.0,False
c2ed83de-e28a-5036-a0ad-8e406abcf25c,en,1.0,False
c4a52e87-99c5-557a-8957-f3b7fbba70e3,nl,1.0,False
c5d4d3cf-a25b-56c5-ba16-cf276e4f1575,nl,1.0,False
ce9ac876-270c-59df-996c-f616723f3138,nl,1.0,False
cf0ef829-f6bf-57dd-ab06-d95268c5975b,en,1.0,False
d46795d9-869c-5433-baea-c64753fae947,nl,1.0,False
daba352f-d83e-5112-97b6-893cbb2b741e,nl,1.0,False
df952f64-16cb-5bca-85f6-e10ca84041ec,nl,1.0,False
e232f59d-595e-5a23-a30f-2b3812228612,nl,1.0,False
fcc733d1-8d3a-56bb-8bf9-978284ec1df5,nl,1.0,False
