conversation_id,language,confidence,is_multilingual
01174b4c-7b65-45d3-aa20-b43f67e5308a,und,0.0,False
0706239c-6005-438f-9e4e-dc0eff98f437,und,0.0,False
0796e0e4-e6f8-4f75-b20e-466abe97ddb0,nl,1.0,False
08c5f8b1-66e8-4a39-9ae7-127a66346d3f,und,0.0,False
09752897-d16c-476d-ae76-b8cf9dc94a98,nl,1.0,False
098a0909-d5e1-427a-88ac-bda635e9b475,nl,1.0,False
09e95652-e9aa-4162-a526-b5a8d1b2c293,nl,1.0,False
0c3c2968-ab18-44e6-ade7-ab892021040c,und,0.0,False
0cd57727-a0c4-4db1-9771-a9bd6f084a05,und,0.0,False
12ac98bf-388a-425f-b765-12b4d457a5c1,nl,1.0,False
14dba487-6b83-4e71-a5dc-5f2a9f8472e0,und,0.0,False
150b1fad-88a3-4491-9285-d94c10878e8a,nl,1.0,False
15e71aa7-3cc5-48b5-a21f-76a557989b98,und,0.0,False
1710919c-f784-4a25-bb15-ff78d84876a8,nl,1.0,False
1742addb-36cb-41cb-87ca-ae7a030fe3b3,und,0.0,False
17b813c9-a768-45ad-a305-317e4a71a2f5,nl,1.0,False
17c6cc22-ef9f-472c-8b58-19c1cddebc97,und,0.0,False
1802e1c9-e4a5-4ade-abc0-33fda8ce8655,nl,1.0,False
187d831f-1702-4c05-8d75-bf6b07d52405,und,0.0,False
1b4e4803-2257-46e2-8629-26762dd2265c,und,0.0,False
1bdaef0b-2928-4349-a389-16df918a46e9,en,1.0,False
1be703b4-43d3-42cb-8180-f2071312c727,und,0.0,False
1c12123b-c78b-417f-bfa0-2548cff3c46c,und,0.0,False
1dc0a253-b919-4093-93b6-8d4beea581fd,nl,1.0,False
1de4edb5-3cb9-4ba8-b783-b5b9ff632492,und,0.0,False
1fbb58df-aced-4a64-a4e7-5e23bdf0edeb,und,0.0,False
20e31a80-f5ed-4182-92c3-c0764798d4bd,und,0.0,False
2186420d-9e43-430b-989a-43ea93f113a1,nl,1.0,False
22ca281e-537d-4078-ae60-3ac831115bf8,und,0.0,False
22e99039-ae98-45f1-a5d7-e29a837bf076,nl,1.0,False
24be083f-a87d-49aa-a895-b2c77460217a,und,0.0,False
25b1669f-8ed2-44ac-aa06-f9afe8595781,und,0.0,False
26b09e86-2ec7-4ed7-a1c6-ff9112410a61,und,0.0,False
