created_at,updated_at,id,text,location,media,media_url,file,from_agent,chat_sender,message_type,raw_json,llm_message_dump,external_id,read_at,delivered_at,archived_at,agent_id,agent_member_id,conversation_id,card_type,mime_type
2026-08-30 08:30:28.656926+00,2026-08-30 08:36:12.008273+00,ac8019f0-5223-4405-8cec-6ff08fa666a7,"This Saturday you went ALL OUT! Thanks for bringing absolute madness and maximum energy to Day 2. Ready to check out today's highlights?

Tap below to get the recap! 👇",,,,,true,,,,,,,2026-08-30 08:30:30+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,67992f0b-d8a1-4da4-8735-da3242fb3188,01174b4c-7b65-45d3-aa20-b43f67e5308a,,
2026-08-30 10:30:29.550782+00,2026-08-30 10:30:29.550806+00,f52b07ff-65d0-406f-9824-534cd71b2151,"You guys went ALL OUT! ⚡ Thank you for closing out Decibel outdoor in true hardcore style. Want to see today's epic final moments?

Tap the link to get the recap! 👇",,,,,true,,,,,,,,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,67992f0b-d8a1-4da4-8735-da3242fb3188,01174b4c-7b65-45d3-aa20-b43f67e5308a,,
2026-08-30 08:30:26.048603+00,2026-08-30 08:36:39.573186+00,31c47486-c2d4-4ce6-9c4a-33fc5e8690e1,"This Saturday you went ALL OUT! Thanks for bringing absolute madness and maximum energy to Day 2. Ready to check out today's highlights?

Tap below to get the recap! 👇",,,,,true,,,,,,2026-08-30 08:36:37+00,2026-08-30 08:30:28+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,edf86073-c7b5-47ec-be7c-e592fc5f36a0,0706239c-6005-438f-9e4e-dc0eff98f437,,
2026-08-30 10:30:44.676276+00,2026-08-30 10:39:23.508261+00,3f1beb17-753d-4337-9222-d854cf58dc50,"You guys went ALL OUT! ⚡ Thank you for closing out Decibel outdoor in true hardcore style. Want to see today's epic final moments?

Tap the link to get the recap! 👇",,,,,true,,,,,,2026-08-30 10:31:47+00,2026-08-30 10:30:46+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,edf86073-c7b5-47ec-be7c-e592fc5f36a0,0706239c-6005-438f-9e4e-dc0eff98f437,,
2026-08-30 08:30:22.280607+00,2026-08-30 12:01:17.266118+00,f8943c4d-4753-4738-bc02-880dbab957e9,"This Saturday you went ALL OUT! Thanks for bringing absolute madness and maximum energy to Day 2. Ready to check out today's highlights?

Tap below to get the recap! 👇",,,,,true,,,,,,2026-08-30 12:01:14+00,2026-08-30 08:30:24+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,bd3ff838-98b7-49af-b082-3bcb80122edd,0796e0e4-e6f8-4f75-b20e-466abe97ddb0,,
2026-08-30 10:30:30.761958+00,2026-08-30 12:01:17.268382+00,46c59327-b123-4a35-b2e1-89d1e9c66df4,"You guys went ALL OUT! ⚡ Thank you for closing out Decibel outdoor in true hardcore style. Want to see today's epic final moments?

Tap the link to get the recap! 👇",,,,,true,,,,,,2026-08-30 12:01:14+00,2026-08-30 10:30:33+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,bd3ff838-98b7-49af-b082-3bcb80122edd,0796e0e4-e6f8-4f75-b20e-466abe97ddb0,,
2026-08-30 12:01:27.924753+00,2026-08-30 12:01:27.92477+00,fde5bdf9-9508-4ecc-a044-c082dd7f3c07,Hoe krijg ik jou weg,,,,,false,,,,,,2026-08-30 12:01:27.924549+00,,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,bd3ff838-98b7-49af-b082-3bcb80122edd,0796e0e4-e6f8-4f75-b20e-466abe97ddb0,,
2026-08-30 12:01:33.014762+00,2026-08-30 12:09:48.880141+00,420825f8-c9b4-4fe6-b7ab-3198f804cd27,"Als je geen berichten meer wilt ontvangen, kun je ""STOP MESSAGING"" sturen.",,,,,true,,LLM_RESPONSE,,,,2026-08-30 12:09:46+00,2026-08-30 12:01:34+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,bd3ff838-98b7-49af-b082-3bcb80122edd,0796e0e4-e6f8-4f75-b20e-466abe97ddb0,,
2026-08-30 08:30:23.536581+00,2026-08-30 08:34:25.328698+00,505c965d-f9a3-4ef0-a46a-7dc46779a9ec,"This Saturday you went ALL OUT! Thanks for bringing absolute madness and maximum energy to Day 2. Ready to check out today's highlights?

Tap below to get the recap! 👇",,,,,true,,,,,,,2026-08-30 08:30:24+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,a995633b-f000-4fb9-828b-dbbba0359d1e,08c5f8b1-66e8-4a39-9ae7-127a66346d3f,,
2026-08-30 10:30:38.746594+00,2026-08-30 10:37:57.924056+00,9279c6ab-e2f6-4aa2-a3b1-608de5803113,"You guys went ALL OUT! ⚡ Thank you for closing out Decibel outdoor in true hardcore style. Want to see today's epic final moments?

Tap the link to get the recap! 👇",,,,,true,,,,,,,2026-08-30 10:30:41+00,,56447371-ec28-4df4-a2ae-ba20a0cc3c9e,a995633b-f000-4fb9-828b-dbbba0359d1e,08c5f8b1-66e8-4a39-9ae7-127a66346d3f,,
